label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,7]
169344.dr1	[0,0,0,-37044,5186160]	7 3 2
169344.ds1	[0,0,0,-306936,65493792]	7 3 2
169344.dt1	[0,0,0,-8526,-303212]	7 3 2
169344.du1	[0,0,0,-4116,-115248]	7 3 2
169344.dv1	[0,0,0,-21,-42]	7 3 2
169344.dw1	[0,0,0,-756,9072]	7 3 2
169344.dx1	[0,0,0,-9261,388962]	7 3 2
169344.dy1	[0,0,0,-9261,351918]	7 3 2
169344.dz1	[0,0,0,-1176,-32928]	7 3 2
169344.ea1	[0,0,0,-2646,111132]	7 3 2
169344.eb1	[0,0,0,-4116,-104272]	7 3 2
169344.ec1	[0,0,0,-9261,-351918]	7 3 2
169344.ed1	[0,0,0,-1176,32928]	7 3 2
169344.ee1	[0,0,0,-2646,-111132]	7 3 2
169344.ef1	[0,0,0,-4116,104272]	7 3 2
169344.eg1	[0,0,0,-4116,115248]	7 3 2
169344.eh1	[0,0,0,-21,42]	7 3 2
169344.ei1	[0,0,0,-756,-9072]	7 3 2
169344.ej1	[0,0,0,-9261,-388962]	7 3 2
169344.ek1	[0,0,0,-306936,-65493792]	7 3 2
169344.el1	[0,0,0,-8526,303212]	7 3 2
169344.em1	[0,0,0,-26313,1642970]	7 3 2
169344.en1	[0,0,0,-947268,-354881520]	7 3 2
169344.eo1	[0,0,0,-26313,-1642970]	7 3 2
169344.ep1	[0,0,0,-947268,354881520]	7 3 2
190512.a1	[0,0,0,-567,5670]	4 5 2
190512.b1	[0,0,0,-11907,515970]	4 5 2
190512.c1	[0,0,0,-190512,-33339600]	4 5 2
190512.d1	[0,0,0,-4347,110250]	4 5 2
190512.e1	[0,0,0,-1917027,1021025250]	4 5 2
190512.f1	[0,0,0,-11907,833490]	4 5 2
190512.g1	[0,0,0,-64827,6554730]	4 5 2
190512.h1	[0,0,0,-3087,72030]	4 5 2
190512.i1	[0,0,0,-202419,-17836686]	4 5 2
190512.i2	[0,0,0,-96579,11551554]	4 5 2
190512.j1	[0,0,0,1701,-23814]	4 5 2
190512.k1	[0,0,0,-1631259,-807985206]	4 5 2
190512.k2	[0,0,0,62181,-5859126]	4 5 2
190512.l1	[0,0,0,-26019,-1652574]	4 5 2
190512.l2	[0,0,0,115101,-6723486]	4 5 2
190512.m1	[0,0,0,-4012659,2971169586]	4 5 2
190512.m2	[0,0,0,-625779,-189391566]	4 5 2
190512.n1	[0,0,0,-43659,3278394]	4 5 2
190512.n2	[0,0,0,-8379,-294294]	4 5 2
190512.o1	[0,0,0,9261,-302526]	4 5 2
190512.p1	[0,0,0,-123039,16614234]	4 5 2
190512.p2	[0,0,0,441,76146]	4 5 2
190512.q1	[0,0,0,1764,-4116]	4 5 2
190512.r1	[0,0,0,189,-1470]	4 5 2
190512.s1	[0,0,0,-3250611,302223474]	4 5 2
190512.t1	[0,0,0,-7056,228144]	4 5 2
190512.u1	[0,0,0,189,3906]	4 5 2
190512.v1	[0,0,0,-333396,-74097261]	4 5 2
190512.w1	[0,0,0,3969,55566]	4 5 2
190512.x1	[0,0,0,-15876,-777924]	4 5 2
190512.y1	[0,0,0,63504,-20892816]	4 5 2
190512.z1	[0,0,0,-2646,52479]	4 5 2
190512.ba1	[0,0,0,189,-126]	4 5 2
190512.bb1	[0,0,0,-75411,4389714]	4 5 2
190512.bc1	[0,0,0,3969,-277830]	4 5 2
190512.bd1	[0,0,0,-75411,-8057070]	4 5 2
190512.be1	[0,0,0,83349,-1166886]	4 5 2
190512.bf1	[0,0,0,-756,-8001]	4 5 2
190512.bg1	[0,0,0,-95256,12557916]	4 5 2
190512.bh1	[0,0,0,-75411,-7826574]	4 5 2
190512.bi1	[0,0,0,83349,36173466]	4 5 2
190512.bj1	[0,0,0,-3111696,2112841584]	4 5 2
190512.bk1	[0,0,0,-7371,32634]	4 5 2
190512.bl1	[0,0,0,-3144771,2700847170]	4 5 2
190512.bm1	[0,0,0,83349,-13613670]	4 5 2
190512.bn1	[0,0,0,-2964843,1972537434]	4 5 2
190512.bo1	[0,0,0,-27783,-2722734]	4 5 2
190512.bp1	[0,0,0,-2576763,1591642794]	4 5 2
190512.bq1	[0,0,0,-969003,367156314]	4 5 2
190512.br1	[0,0,0,-742203,-246101814]	4 5 2
190512.bs1	[0,0,0,-1323,67914]	4 5 2
190512.bt1	[0,0,0,-5275683,4664245026]	4 5 2
190512.bu1	[0,0,0,-1323,-14406]	4 5 2
190512.bv1	[0,0,0,-107163,2833866]	4 5 2
190512.bw1	[0,0,0,210357,-24710406]	4 5 2
190512.bx1	[0,0,0,-63,-294]	4 5 2
190512.by1	[0,0,0,-1323,-47334]	4 5 2
190512.bz1	[0,0,0,-15435,-738822]	4 5 2
190512.bz2	[0,0,0,19845,-3389526]	4 5 2
190512.ca1	[0,0,0,-773955,-261882558]	4 5 2
190512.ca2	[0,0,0,-33075,1920114]	4 5 2
190512.cb1	[0,0,0,-2835,-55566]	4 5 2
190512.cc1	[0,0,0,-12522195,5977067922]	4 5 2
190512.cc2	[0,0,0,-6877395,-6941771886]	4 5 2
190512.cd1	[0,0,0,-138915,19059138]	4 5 2
190512.ce1	[0,0,0,0,-345744]	4 5 2
190512.ce2	[0,0,0,0,9335088]	4 5 2
190512.cf1	[0,0,0,0,-777924]	4 5 2
190512.cf2	[0,0,0,0,28812]	4 5 2
190512.cg1	[0,0,0,0,-1764]	4 5 2
190512.cg2	[0,0,0,0,47628]	4 5 2
190512.ch1	[0,0,0,0,-3969]	4 5 2
190512.ch2	[0,0,0,0,147]	4 5 2
190512.ci1	[0,0,0,0,-333396]	4 5 2
190512.ci2	[0,0,0,0,12348]	4 5 2
190512.cj1	[0,0,0,0,-1029]	4 5 2
190512.cj2	[0,0,0,0,27783]	4 5 2
190512.ck1	[0,0,0,0,-336]	4 5 2
190512.ck2	[0,0,0,0,9072]	4 5 2
190512.cl1	[0,0,0,0,-1701]	4 5 2
190512.cl2	[0,0,0,0,63]	4 5 2
190512.cm1	[0,0,0,0,-201684]	4 5 2
190512.cm2	[0,0,0,0,5445468]	4 5 2
190512.cn1	[0,0,0,0,-65345616]	4 5 2
190512.cn2	[0,0,0,0,2420208]	4 5 2
190512.co1	[0,0,0,-108675,13789314]	4 5 2
190512.co2	[0,0,0,-93555,17761842]	4 5 2
190512.cp1	[0,0,0,0,-21]	4 5 2
190512.cp2	[0,0,0,0,567]	4 5 2
190512.cq1	[0,0,0,0,-6804]	4 5 2
190512.cq2	[0,0,0,0,252]	4 5 2
190512.cr1	[0,0,0,0,-806736]	4 5 2
190512.cr2	[0,0,0,0,21781872]	4 5 2
190512.cs1	[0,0,0,0,-4084101]	4 5 2
190512.cs2	[0,0,0,0,151263]	4 5 2
190512.ct1	[0,0,0,0,-1333584]	4 5 2
190512.ct2	[0,0,0,0,49392]	4 5 2
190512.cu1	[0,0,0,0,-4116]	4 5 2
190512.cu2	[0,0,0,0,111132]	4 5 2
190512.cv1	[0,0,0,-978075,-372311478]	4 5 2
190512.cv2	[0,0,0,-10395,-657846]	4 5 2
190512.cw1	[0,0,0,-1746360,888278076]	4 5 2
190512.cw2	[0,0,0,-17640,1675212]	4 5 2
190512.cx1	[0,0,0,-194040,-32899188]	4 5 2
190512.cx2	[0,0,0,-158760,-45230724]	4 5 2
190512.cy1	[0,0,0,-47925675,127702836954]	4 5 2
190512.cy2	[0,0,0,-509355,225641178]	4 5 2
190512.cz1	[0,0,0,0,-441]	4 5 2
190512.cz2	[0,0,0,0,11907]	4 5 2
190512.da1	[0,0,0,0,-63504]	4 5 2
190512.da2	[0,0,0,0,2352]	4 5 2
190512.db1	[0,0,0,0,-86436]	4 5 2
190512.db2	[0,0,0,0,2333772]	4 5 2
190512.dc1	[0,0,0,0,-194481]	4 5 2
190512.dc2	[0,0,0,0,7203]	4 5 2
190512.dd1	[0,0,0,-5325075,-4729734702]	4 5 2
190512.dd2	[0,0,0,-4584195,-6092311806]	4 5 2
190512.de1	[0,0,0,0,-7056]	4 5 2
190512.de2	[0,0,0,0,190512]	4 5 2
190512.df1	[0,0,0,0,-15876]	4 5 2
190512.df2	[0,0,0,0,588]	4 5 2
190512.dg1	[0,0,0,0,-21609]	4 5 2
190512.dg2	[0,0,0,0,583443]	4 5 2
190512.dh1	[0,0,0,0,-3111696]	4 5 2
190512.dh2	[0,0,0,0,115248]	4 5 2
190512.di1	[0,0,0,0,-50421]	4 5 2
190512.di2	[0,0,0,0,1361367]	4 5 2
190512.dj1	[0,0,0,0,-16336404]	4 5 2
190512.dj2	[0,0,0,0,605052]	4 5 2
190512.dk1	[0,0,0,0,-83349]	4 5 2
190512.dk2	[0,0,0,0,3087]	4 5 2
190512.dl1	[0,0,0,0,-16464]	4 5 2
190512.dl2	[0,0,0,0,444528]	4 5 2
190512.dm1	[0,0,0,0,-84]	4 5 2
190512.dm2	[0,0,0,0,2268]	4 5 2
190512.dn1	[0,0,0,0,-27216]	4 5 2
190512.dn2	[0,0,0,0,1008]	4 5 2
190512.do1	[0,0,0,-297675,-51843078]	4 5 2
190512.do2	[0,0,0,-85995,9699354]	4 5 2
190512.dp1	[0,0,0,-315,2058]	4 5 2
190512.dq1	[0,0,0,-15435,-705894]	4 5 2
190512.dr1	[0,0,0,-61896555,187427840922]	4 5 2
190512.dr2	[0,0,0,-1391355,-221372886]	4 5 2
190512.ds1	[0,0,0,-138915,19948194]	4 5 2
190512.ds2	[0,0,0,2205,125538]	4 5 2
190512.dt1	[0,0,0,-11907,1278018]	4 5 2
190512.du1	[0,0,0,1893213,667180962]	4 5 2
190512.dv1	[0,0,0,-11907,-104958]	4 5 2
190512.dw1	[0,0,0,-567,7938]	4 5 2
190512.dx1	[0,0,0,-11907,388962]	4 5 2
190512.dy1	[0,0,0,-47481147,-125934615702]	4 5 2
190512.dz1	[0,0,0,-82467,9114882]	4 5 2
190512.ea1	[0,0,0,-11907,-1833678]	4 5 2
190512.eb1	[0,0,0,-107667,-13598382]	4 5 2
190512.ec1	[0,0,0,-23190867,-42974355438]	4 5 2
190512.ed1	[0,0,0,-329427,-73056942]	4 5 2
190512.ee1	[0,0,0,-3087,100842]	4 5 2
190512.ef1	[0,0,0,-66339,-881118]	4 5 2
190512.eg1	[0,0,0,-28302939,-72922873590]	4 5 2
190512.eh1	[0,0,0,9261,504210]	4 5 2
190512.ei1	[0,0,0,9261,-1339758]	4 5 2
190512.ej1	[0,0,0,-345744,-78253392]	4 5 2
190512.ek1	[0,0,0,-678699,211317498]	4 5 2
190512.el1	[0,0,0,9261,43218]	4 5 2
190512.em1	[0,0,0,-10584,-465108]	4 5 2
190512.en1	[0,0,0,-6804,216027]	4 5 2
190512.eo1	[0,0,0,-8379,298410]	4 5 2
190512.ep1	[0,0,0,-8379,-162582]	4 5 2
190512.eq1	[0,0,0,441,10290]	4 5 2
190512.er1	[0,0,0,-37044,2744343]	4 5 2
190512.es1	[0,0,0,-23814,-1416933]	4 5 2
190512.et1	[0,0,0,7056,773808]	4 5 2
190512.eu1	[0,0,0,-1764,28812]	4 5 2
190512.ev1	[0,0,0,441,-2058]	4 5 2
190512.ew1	[0,0,0,1701,3402]	4 5 2
190512.ex1	[0,0,0,-63504,-6159888]	4 5 2
190512.ey1	[0,0,0,1701,-105462]	4 5 2
190512.ez1	[0,0,0,1701,39690]	4 5 2
190512.fa1	[0,0,0,-361179,-11193462]	4 5 2
190512.fb1	[0,0,0,15876,111132]	4 5 2
190512.fc1	[0,0,0,83349,8168202]	4 5 2
190512.fd1	[0,0,0,-13671,-615342]	4 5 2
190512.fd2	[0,0,0,3969,-2055942]	4 5 2
190512.fe1	[0,0,0,-234171,44619498]	4 5 2
190512.fe2	[0,0,0,12789,249018]	4 5 2
190512.ff1	[0,0,0,-75411,7945938]	4 5 2
190512.ff2	[0,0,0,-4851,-121422]	4 5 2
190512.fg1	[0,0,0,-5632011,5113572282]	4 5 2
190512.fg2	[0,0,0,-445851,-110043318]	4 5 2
190512.fh1	[0,0,0,-181251,29925378]	4 5 2
190512.fh2	[0,0,0,559629,158196402]	4 5 2
190512.fi1	[0,0,0,189,882]	4 5 2
190512.fj1	[0,0,0,-869211,-311891958]	4 5 2
190512.fj2	[0,0,0,-22491,660618]	4 5 2
190512.fk1	[0,0,0,-27783,-1944810]	4 5 2
190512.fl1	[0,0,0,-583443,-176977710]	4 5 2
190512.fm1	[0,0,0,-1323,-30870]	4 5 2
190512.fn1	[0,0,0,-213003,-37815750]	4 5 2
190512.fo1	[0,0,0,-39123,-2976750]	4 5 2
190512.fp1	[0,0,0,-1323,-19110]	4 5 2
190512.fq1	[0,0,0,-21168,1234800]	4 5 2
190512.fr1	[0,0,0,-63,-210]	4 5 2
217728.a1	[0,0,0,-3129012,-1861879920]	7 5 1
217728.b1	[0,0,0,-7040277,6283844730]	7 5 1
217728.c1	[0,0,0,-3129012,1861879920]	7 5 1
217728.d1	[0,0,0,-7040277,-6283844730]	7 5 1
217728.e1	[0,0,0,-54,156]	7 5 1
217728.f1	[0,0,0,-1944,-33696]	7 5 1
217728.g1	[0,0,0,-4374,168156]	7 5 1
217728.h1	[0,0,0,-1944,-49824]	7 5 1
217728.i1	[0,0,0,-17604,-754416]	7 5 1
217728.j1	[0,0,0,-39609,2546154]	7 5 1
217728.k1	[0,0,0,-54,-684]	7 5 1
217728.l1	[0,0,0,-1944,147744]	7 5 1
217728.m1	[0,0,0,-54,684]	7 5 1
217728.n1	[0,0,0,-1944,-147744]	7 5 1
217728.o1	[0,0,0,-17604,754416]	7 5 1
217728.p1	[0,0,0,-39609,-2546154]	7 5 1
217728.q1	[0,0,0,-4374,-168156]	7 5 1
217728.r1	[0,0,0,-1944,49824]	7 5 1
217728.s1	[0,0,0,-54,-156]	7 5 1
217728.t1	[0,0,0,-1944,33696]	7 5 1
217728.u1	[0,0,0,-216,-1440]	7 5 1
217728.v1	[0,0,0,-486,4860]	7 5 1
217728.w1	[0,0,0,-216,1440]	7 5 1
217728.x1	[0,0,0,-486,-4860]	7 5 1
217728.y1	[0,0,0,72,-96]	7 5 1
217728.z1	[0,0,0,162,324]	7 5 1
217728.ba1	[0,0,0,-1188,15696]	7 5 1
217728.bb1	[0,0,0,-5508,156816]	7 5 1
217728.bc1	[0,0,0,-153,-726]	7 5 1
217728.bd1	[0,0,0,-2673,-52974]	7 5 1
217728.be1	[0,0,0,-1188,-15696]	7 5 1
217728.bf1	[0,0,0,-5508,-156816]	7 5 1
217728.bg1	[0,0,0,-153,726]	7 5 1
217728.bh1	[0,0,0,-2673,52974]	7 5 1
217728.bi1	[0,0,0,72,96]	7 5 1
217728.bj1	[0,0,0,162,-324]	7 5 1
217728.bk1	[0,0,0,-14580,677616]	7 5 1
217728.bl1	[0,0,0,-32805,-2286954]	7 5 1
217728.bm1	[0,0,0,-1620,-24624]	7 5 1
217728.bn1	[0,0,0,-45,114]	7 5 1
217728.bo1	[0,0,0,-180,912]	7 5 1
217728.bp1	[0,0,0,-405,-3078]	7 5 1
217728.bq1	[0,0,0,-131220,-18295632]	7 5 1
217728.br1	[0,0,0,-3645,84702]	7 5 1
217728.bs1	[0,0,0,-131220,18295632]	7 5 1
217728.bt1	[0,0,0,-3645,-84702]	7 5 1
217728.bu1	[0,0,0,-180,-912]	7 5 1
217728.bv1	[0,0,0,-405,3078]	7 5 1
217728.bw1	[0,0,0,-1620,24624]	7 5 1
217728.bx1	[0,0,0,-45,-114]	7 5 1
217728.by1	[0,0,0,-14580,-677616]	7 5 1
217728.bz1	[0,0,0,-32805,2286954]	7 5 1
217728.ca1	[0,0,0,-10692,-423792]	7 5 1
217728.cb1	[0,0,0,-612,-5808]	7 5 1
217728.cc1	[0,0,0,-1377,19602]	7 5 1
217728.cd1	[0,0,0,-297,1962]	7 5 1
217728.ce1	[0,0,0,648,2592]	7 5 1
217728.cf1	[0,0,0,18,-12]	7 5 1
217728.cg1	[0,0,0,648,-2592]	7 5 1
217728.ch1	[0,0,0,18,12]	7 5 1
217728.ci1	[0,0,0,-10692,423792]	7 5 1
217728.cj1	[0,0,0,-612,5808]	7 5 1
217728.ck1	[0,0,0,-1377,-19602]	7 5 1
217728.cl1	[0,0,0,-297,-1962]	7 5 1
217728.cm1	[0,0,0,-1944,38880]	7 5 1
217728.cn1	[0,0,0,-54,-180]	7 5 1
217728.co1	[0,0,0,-1944,-38880]	7 5 1
217728.cp1	[0,0,0,-54,180]	7 5 1
217728.cq1	[0,0,0,-486,18468]	7 5 1
217728.cr1	[0,0,0,-216,-5472]	7 5 1
217728.cs1	[0,0,0,-158436,20369232]	7 5 1
217728.ct1	[0,0,0,-4401,-94302]	7 5 1
217728.cu1	[0,0,0,-486,-6228]	7 5 1
217728.cv1	[0,0,0,-17496,1345248]	7 5 1
217728.cw1	[0,0,0,-486,-4212]	7 5 1
217728.cx1	[0,0,0,-216,1248]	7 5 1
217728.cy1	[0,0,0,-486,4212]	7 5 1
217728.cz1	[0,0,0,-216,-1248]	7 5 1
217728.da1	[0,0,0,-486,6228]	7 5 1
217728.db1	[0,0,0,-17496,-1345248]	7 5 1
217728.dc1	[0,0,0,-158436,-20369232]	7 5 1
217728.dd1	[0,0,0,-4401,94302]	7 5 1
217728.de1	[0,0,0,-486,-18468]	7 5 1
217728.df1	[0,0,0,-216,5472]	7 5 1
217728.dg1	[0,0,0,-28161108,50270757840]	7 5 1
217728.dh1	[0,0,0,-782253,-232734990]	7 5 1
217728.di1	[0,0,0,-28161108,-50270757840]	7 5 1
217728.dj1	[0,0,0,-782253,232734990]	7 5 1
254016.a1	[0,0,0,-5292,-740880]	6 4 2
254016.b1	[0,0,0,-5292,105840]	6 4 2
254016.c1	[0,0,0,-28812,-1344560]	6 4 2
254016.d1	[0,0,0,-5292,370440]	6 4 2
254016.e1	[0,0,0,-3815532,2556776880]	6 4 2
254016.f1	[0,0,0,-8652,-276080]	6 4 2
254016.g1	[0,0,0,-3815532,-2556776880]	6 4 2
254016.h1	[0,0,0,-8652,276080]	6 4 2
254016.i1	[0,0,0,-5292,-370440]	6 4 2
254016.j1	[0,0,0,-5292,-105840]	6 4 2
254016.k1	[0,0,0,-28812,1344560]	6 4 2
254016.l1	[0,0,0,-5292,740880]	6 4 2
254016.m1	[0,0,0,-231084,110786256]	6 4 2
254016.m2	[0,0,0,2026836,-2588782896]	6 4 2
254016.n1	[0,0,0,-301644,-78681456]	6 4 2
254016.n2	[0,0,0,27636,916496]	6 4 2
254016.o1	[0,0,0,-7644,-257936]	6 4 2
254016.o2	[0,0,0,15876,-1333584]	6 4 2
254016.p1	[0,0,0,-1764,28224]	6 4 2
254016.q1	[0,0,0,-777924,-261382464]	6 4 2
254016.r1	[0,0,0,-1148364,-459493776]	6 4 2
254016.r2	[0,0,0,-160524,24547824]	6 4 2
254016.s1	[0,0,0,-112280364,457934816304]	6 4 2
254016.s2	[0,0,0,-1642284,379972656]	6 4 2
254016.t1	[0,0,0,-37044,-2741256]	6 4 2
254016.t2	[0,0,0,-1764,24696]	6 4 2
254016.u1	[0,0,0,-301644,-29910384]	6 4 2
254016.u2	[0,0,0,-254604,-49447664]	6 4 2
254016.v1	[0,0,0,-29484,-1932336]	6 4 2
254016.v2	[0,0,0,-2604,49616]	6 4 2
254016.w1	[0,0,0,441,24696]	6 4 2
254016.x1	[0,0,0,-37044,2074464]	6 4 2
254016.y1	[0,0,0,-84,-224]	6 4 2
254016.z1	[0,0,0,-19404,-1136016]	6 4 2
254016.z2	[0,0,0,121716,1629936]	6 4 2
254016.ba1	[0,0,0,-19404,1136016]	6 4 2
254016.ba2	[0,0,0,121716,-1629936]	6 4 2
254016.bb1	[0,0,0,-37044,-2074464]	6 4 2
254016.bc1	[0,0,0,-84,224]	6 4 2
254016.bd1	[0,0,0,441,-24696]	6 4 2
254016.be1	[0,0,0,-1148364,459493776]	6 4 2
254016.be2	[0,0,0,-160524,-24547824]	6 4 2
254016.bf1	[0,0,0,-112280364,-457934816304]	6 4 2
254016.bf2	[0,0,0,-1642284,-379972656]	6 4 2
254016.bg1	[0,0,0,-37044,2741256]	6 4 2
254016.bg2	[0,0,0,-1764,-24696]	6 4 2
254016.bh1	[0,0,0,-301644,29910384]	6 4 2
254016.bh2	[0,0,0,-254604,49447664]	6 4 2
254016.bi1	[0,0,0,-29484,1932336]	6 4 2
254016.bi2	[0,0,0,-2604,-49616]	6 4 2
254016.bj1	[0,0,0,-1764,-28224]	6 4 2
254016.bk1	[0,0,0,-777924,261382464]	6 4 2
254016.bl1	[0,0,0,-231084,-110786256]	6 4 2
254016.bl2	[0,0,0,2026836,2588782896]	6 4 2
254016.bm1	[0,0,0,-301644,78681456]	6 4 2
254016.bm2	[0,0,0,27636,-916496]	6 4 2
254016.bn1	[0,0,0,-7644,257936]	6 4 2
254016.bn2	[0,0,0,15876,1333584]	6 4 2
254016.bo1	[0,0,0,-4116,96040]	6 4 2
254016.bp1	[0,0,0,-756,-7560]	6 4 2
254016.bq1	[0,0,0,-33516,2617776]	6 4 2
254016.br1	[0,0,0,1764,-24696]	6 4 2
254016.bs1	[0,0,0,248724,155436624]	6 4 2
254016.bt1	[0,0,0,-4116,-134456]	6 4 2
254016.bu1	[0,0,0,-268716,-54402544]	6 4 2
254016.bv1	[0,0,0,-227556,44971416]	6 4 2
254016.bw1	[0,0,0,-756,10584]	6 4 2
254016.bx1	[0,0,0,248724,-155436624]	6 4 2
254016.by1	[0,0,0,-4116,134456]	6 4 2
254016.bz1	[0,0,0,-268716,54402544]	6 4 2
254016.ca1	[0,0,0,-227556,-44971416]	6 4 2
254016.cb1	[0,0,0,-756,-10584]	6 4 2
254016.cc1	[0,0,0,-33516,-2617776]	6 4 2
254016.cd1	[0,0,0,1764,24696]	6 4 2
254016.ce1	[0,0,0,-4116,-96040]	6 4 2
254016.cf1	[0,0,0,-756,7560]	6 4 2
254016.cg1	[0,0,0,62186292,-43393489776]	6 4 2
254016.ch1	[0,0,0,-222348,40355056]	6 4 2
254016.ch2	[0,0,0,-588,-5264]	6 4 2
254016.ci1	[0,0,0,-588,2744]	6 4 2
254016.cj1	[0,0,0,-98055468,-373728173616]	6 4 2
254016.cj2	[0,0,0,-259308,48749904]	6 4 2
254016.ck1	[0,0,0,-588,38416]	6 4 2
254016.cl1	[0,0,0,-9828,-374976]	6 4 2
254016.cm1	[0,0,0,-12348,-345744]	6 4 2
254016.cn1	[0,0,0,-588,784]	6 4 2
254016.co1	[0,0,0,-259308,-7260624]	6 4 2
254016.cp1	[0,0,0,-2268,27216]	6 4 2
254016.cq1	[0,0,0,-53508,4763584]	6 4 2
254016.cr1	[0,0,0,-588,532336]	6 4 2
254016.cs1	[0,0,0,-10668,424144]	6 4 2
254016.cs2	[0,0,0,69972,-14252336]	6 4 2
254016.ct1	[0,0,0,-1323,37044]	6 4 2
254016.cu1	[0,0,0,-4704588,-3927997584]	6 4 2
254016.cu2	[0,0,0,12852,1121904]	6 4 2
254016.cv1	[0,0,0,-950943,357485576]	6 4 2
254016.cw1	[0,0,0,-706188,228427024]	6 4 2
254016.cx1	[0,0,0,-588,-71344]	6 4 2
254016.cy1	[0,0,0,-1317708,-601446384]	6 4 2
254016.cz1	[0,0,0,-1317708,601446384]	6 4 2
254016.da1	[0,0,0,-588,-532336]	6 4 2
254016.db1	[0,0,0,-10668,-424144]	6 4 2
254016.db2	[0,0,0,69972,14252336]	6 4 2
254016.dc1	[0,0,0,-1323,-37044]	6 4 2
254016.dd1	[0,0,0,-4704588,3927997584]	6 4 2
254016.dd2	[0,0,0,12852,-1121904]	6 4 2
254016.de1	[0,0,0,-950943,-357485576]	6 4 2
254016.df1	[0,0,0,-706188,-228427024]	6 4 2
254016.dg1	[0,0,0,-588,71344]	6 4 2
254016.dh1	[0,0,0,-9828,374976]	6 4 2
254016.di1	[0,0,0,-12348,345744]	6 4 2
254016.dj1	[0,0,0,-588,-784]	6 4 2
254016.dk1	[0,0,0,-259308,7260624]	6 4 2
254016.dl1	[0,0,0,-2268,-27216]	6 4 2
254016.dm1	[0,0,0,-53508,-4763584]	6 4 2
254016.dn1	[0,0,0,-588,-38416]	6 4 2
254016.do1	[0,0,0,-222348,-40355056]	6 4 2
254016.do2	[0,0,0,-588,5264]	6 4 2
254016.dp1	[0,0,0,-588,-2744]	6 4 2
254016.dq1	[0,0,0,-98055468,373728173616]	6 4 2
254016.dq2	[0,0,0,-259308,-48749904]	6 4 2
254016.dr1	[0,0,0,62186292,43393489776]	6 4 2
254016.ds1	[0,0,0,-79380,-8668296]	6 4 2
254016.ds2	[0,0,0,2940,-63112]	6 4 2
254016.dt1	[0,0,0,-8820,-321048]	6 4 2
254016.dt2	[0,0,0,26460,-1704024]	6 4 2
254016.du1	[0,0,0,-3378060,-2389733136]	6 4 2
254016.du2	[0,0,0,-2672460,-3415901328]	6 4 2
254016.du3	[0,0,0,-132300,19411056]	6 4 2
254016.du4	[0,0,0,8820,49392]	6 4 2
254016.dv1	[0,0,0,-30402540,-64522794672]	6 4 2
254016.dv2	[0,0,0,-296940,-126514864]	6 4 2
254016.dv3	[0,0,0,-14700,718928]	6 4 2
254016.dv4	[0,0,0,79380,1333584]	6 4 2
254016.dw1	[0,0,0,-555660,-158696496]	6 4 2
254016.dx1	[0,0,0,-61740,-5877648]	6 4 2
254016.dy1	[0,0,0,-1260,17136]	6 4 2
254016.dz1	[0,0,0,-11340,462672]	6 4 2
254016.ea1	[0,0,0,-41580,-3262896]	6 4 2
254016.ea2	[0,0,0,-1260,11088]	6 4 2
254016.eb1	[0,0,0,-41580,3262896]	6 4 2
254016.eb2	[0,0,0,-1260,-11088]	6 4 2
254016.ec1	[0,0,0,-11340,-299376]	6 4 2
254016.ec2	[0,0,0,-4620,120848]	6 4 2
254016.ed1	[0,0,0,-11340,299376]	6 4 2
254016.ed2	[0,0,0,-4620,-120848]	6 4 2
254016.ee1	[0,0,0,-555660,-102685968]	6 4 2
254016.ee2	[0,0,0,-226380,41450864]	6 4 2
254016.ef1	[0,0,0,-555660,102685968]	6 4 2
254016.ef2	[0,0,0,-226380,-41450864]	6 4 2
254016.eg1	[0,0,0,-2037420,-1119173328]	6 4 2
254016.eg2	[0,0,0,-61740,3803184]	6 4 2
254016.eh1	[0,0,0,-2037420,1119173328]	6 4 2
254016.eh2	[0,0,0,-61740,-3803184]	6 4 2
254016.ei1	[0,0,0,-555660,158696496]	6 4 2
254016.ej1	[0,0,0,-61740,5877648]	6 4 2
254016.ek1	[0,0,0,-1260,-17136]	6 4 2
254016.el1	[0,0,0,-11340,-462672]	6 4 2
254016.em1	[0,0,0,-79380,8668296]	6 4 2
254016.em2	[0,0,0,2940,63112]	6 4 2
254016.en1	[0,0,0,-8820,321048]	6 4 2
254016.en2	[0,0,0,26460,1704024]	6 4 2
254016.eo1	[0,0,0,-3378060,2389733136]	6 4 2
254016.eo2	[0,0,0,-2672460,3415901328]	6 4 2
254016.eo3	[0,0,0,-132300,-19411056]	6 4 2
254016.eo4	[0,0,0,8820,-49392]	6 4 2
254016.ep1	[0,0,0,-30402540,64522794672]	6 4 2
254016.ep2	[0,0,0,-296940,126514864]	6 4 2
254016.ep3	[0,0,0,-14700,-718928]	6 4 2
254016.ep4	[0,0,0,79380,-1333584]	6 4 2
254016.eq1	[0,0,0,6909588,-1607166288]	6 4 2
254016.er1	[0,0,0,-5292,74088]	6 4 2
254016.es1	[0,0,0,-2001132,1089586512]	6 4 2
254016.es2	[0,0,0,-5292,-142128]	6 4 2
254016.et1	[0,0,0,-10895052,-13841784208]	6 4 2
254016.et2	[0,0,0,-28812,1805552]	6 4 2
254016.eu1	[0,0,0,-5292,1037232]	6 4 2
254016.ev1	[0,0,0,-1092,-13888]	6 4 2
254016.ew1	[0,0,0,-111132,-9335088]	6 4 2
