label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,11]
470448.dq1	[0,0,0,-3267,-55902]	4 5 2
470448.dr1	[0,0,0,127413,-62314758]	4 5 2
470448.ds1	[0,0,0,-395307,89866458]	4 5 2
470448.dt1	[0,0,0,-656667,-174438198]	4 5 2
470448.du1	[0,0,0,205821,-108026622]	4 5 2
470448.dv1	[0,0,0,-88209,10026423]	4 5 2
470448.dw1	[0,0,0,-970299,-177888150]	4 5 2
470448.dx1	[0,0,0,-99,-363]	4 5 2
470448.dy1	[0,0,0,-6534,203643]	4 5 2
470448.dz1	[0,0,0,-1089,-3993]	4 5 2
470448.ea1	[0,0,0,-1449459,-671582670]	4 5 2
470448.eb1	[0,0,0,-8019,276210]	4 5 2
470448.ec1	[0,0,0,-99,1122]	4 5 2
470448.ed1	[0,0,0,-431244,109104732]	4 5 2
470448.ee1	[0,0,0,-970299,391353930]	4 5 2
470448.ef1	[0,0,0,-29327859,-61402493262]	4 5 2
470448.eg1	[0,0,0,-99,-462]	4 5 2
470448.eh1	[0,0,0,-39204,-3018708]	4 5 2
470448.ei1	[0,0,0,-11979,614922]	4 5 2
470448.ej1	[0,0,0,-447579,115241973]	4 5 2
470448.ek1	[0,0,0,-8019,-294030]	4 5 2
470448.el1	[0,0,0,-3564,-81972]	4 5 2
470448.em1	[0,0,0,-11979,-1493382]	4 5 2
470448.en1	[0,0,0,-39204,5606172]	4 5 2
470448.eo1	[0,0,0,-970299,-367635510]	4 5 2
470448.ep1	[0,0,0,-32431509,-71074078317]	4 5 2
470448.eq1	[0,0,0,-11979,504570]	4 5 2
470448.er1	[0,0,0,9801,215622]	4 5 2
470448.es1	[0,0,0,-11979,483153]	4 5 2
470448.et1	[0,0,0,-8019,133650]	4 5 2
470448.eu1	[0,0,0,205821,-190825470]	4 5 2
470448.ev1	[0,0,0,-499851,-69214662]	4 5 2
470448.ev2	[0,0,0,-238491,44825418]	4 5 2
470448.ew1	[0,0,0,-107811,2371842]	4 5 2
470448.ex1	[0,0,0,-4420251,998545482]	4 5 2
470448.ex2	[0,0,0,-3461931,2479277658]	4 5 2
470448.ey1	[0,0,0,-891891,349092018]	4 5 2
470448.ey2	[0,0,0,66429,-183678]	4 5 2
470448.ez1	[0,0,0,-2852091,-1854564822]	4 5 2
470448.ez2	[0,0,0,22869,-9798822]	4 5 2
470448.fa1	[0,0,0,-192207411,-1025659732878]	4 5 2
470448.fa2	[0,0,0,-2460051,-1298068398]	4 5 2
470448.fb1	[0,0,0,-36531,-750222]	4 5 2
470448.fb2	[0,0,0,-28611,-1862718]	4 5 2
470448.fc1	[0,0,0,-107811,12721698]	4 5 2
470448.fc2	[0,0,0,-20691,-1141998]	4 5 2
470448.fd1	[0,0,0,-891,-1782]	4 5 2
470448.fe1	[0,0,0,-31833648,-69419502900]	4 5 2
470448.ff1	[0,0,0,19602,539055]	4 5 2
470448.fg1	[0,0,0,-29403,1617165]	4 5 2
470448.fh1	[0,0,0,-7128,231660]	4 5 2
470448.fi1	[0,0,0,-3606768,-2636518005]	4 5 2
470448.fj1	[0,0,0,-862488,-308339460]	4 5 2
470448.fk1	[0,0,0,-2888028,1889088300]	4 5 2
470448.fl1	[0,0,0,-29403,3234330]	4 5 2
627264.a1	[0,0,0,-175692,12884080]	6 4 2
627264.b1	[0,0,0,-1452,9680]	6 4 2
627264.c1	[0,0,0,-12662892,17672379120]	6 4 2
627264.d1	[0,0,0,-1452,-106480]	6 4 2
627264.e1	[0,0,0,-1452,1384240]	6 4 2
627264.f1	[0,0,0,-12662892,-17672379120]	6 4 2
627264.g1	[0,0,0,-1452,106480]	6 4 2
627264.h1	[0,0,0,-1452,-1384240]	6 4 2
627264.i1	[0,0,0,-175692,-12884080]	6 4 2
627264.j1	[0,0,0,-1452,-9680]	6 4 2
627264.k1	[0,0,0,-39204,-10349856]	6 4 2
627264.l1	[0,0,0,-431244,-119023344]	6 4 2
627264.l2	[0,0,0,33396,234256]	6 4 2
627264.m1	[0,0,0,-17424,886446]	6 4 2
627264.m2	[0,0,0,26136,4240566]	6 4 2
627264.n1	[0,0,0,-140844,27067216]	6 4 2
627264.o1	[0,0,0,26136,-287496]	6 4 2
627264.p1	[0,0,0,-140844,-29622736]	6 4 2
627264.p2	[0,0,0,1136916,429519024]	6 4 2
627264.q1	[0,0,0,-1934064,1035273096]	6 4 2
627264.q2	[0,0,0,-17424,2204136]	6 4 2
627264.r1	[0,0,0,-71874,-8696754]	6 4 2
627264.s1	[0,0,0,-99,396]	6 4 2
627264.t1	[0,0,0,-1709004,-859953776]	6 4 2
627264.t2	[0,0,0,-431244,-2106195696]	6 4 2
627264.u1	[0,0,0,-3382434,-2395153134]	6 4 2
627264.v1	[0,0,0,-33203605644,2328766809540336]	6 4 2
627264.v2	[0,0,0,-374001804,3777120339696]	6 4 2
627264.w1	[0,0,0,-14124,-646096]	6 4 2
627264.w2	[0,0,0,-3564,-1582416]	6 4 2
627264.x1	[0,0,0,-11979,527076]	6 4 2
627264.y1	[0,0,0,-594,-6534]	6 4 2
627264.z1	[0,0,0,-169884,27024624]	6 4 2
627264.z2	[0,0,0,4356,191664]	6 4 2
627264.ba1	[0,0,0,-39204,-2587464]	6 4 2
627264.ba2	[0,0,0,-10164,393976]	6 4 2
627264.bb1	[0,0,0,-39204,2587464]	6 4 2
627264.bb2	[0,0,0,-10164,-393976]	6 4 2
627264.bc1	[0,0,0,-140844,29622736]	6 4 2
627264.bc2	[0,0,0,1136916,-429519024]	6 4 2
627264.bd1	[0,0,0,-1934064,-1035273096]	6 4 2
627264.bd2	[0,0,0,-17424,-2204136]	6 4 2
627264.be1	[0,0,0,-71874,8696754]	6 4 2
627264.bf1	[0,0,0,-99,-396]	6 4 2
627264.bg1	[0,0,0,-1709004,859953776]	6 4 2
627264.bg2	[0,0,0,-431244,2106195696]	6 4 2
627264.bh1	[0,0,0,-3382434,2395153134]	6 4 2
627264.bi1	[0,0,0,-33203605644,-2328766809540336]	6 4 2
627264.bi2	[0,0,0,-374001804,-3777120339696]	6 4 2
627264.bj1	[0,0,0,-14124,646096]	6 4 2
627264.bj2	[0,0,0,-3564,1582416]	6 4 2
627264.bk1	[0,0,0,-11979,-527076]	6 4 2
627264.bl1	[0,0,0,-594,6534]	6 4 2
627264.bm1	[0,0,0,-169884,-27024624]	6 4 2
627264.bm2	[0,0,0,4356,-191664]	6 4 2
627264.bn1	[0,0,0,-39204,10349856]	6 4 2
627264.bo1	[0,0,0,-431244,119023344]	6 4 2
627264.bo2	[0,0,0,33396,-234256]	6 4 2
627264.bp1	[0,0,0,-17424,-886446]	6 4 2
627264.bp2	[0,0,0,26136,-4240566]	6 4 2
627264.bq1	[0,0,0,-140844,-27067216]	6 4 2
627264.br1	[0,0,0,26136,287496]	6 4 2
627264.bs1	[0,0,0,-463874796,-3845337773904]	6 4 2
627264.bt1	[0,0,0,-3833676,-2889059184]	6 4 2
627264.bu1	[0,0,0,-47916,23191344]	6 4 2
627264.bv1	[0,0,0,-396,17424]	6 4 2
627264.bw1	[0,0,0,104544,-799238880]	6 4 2
627264.bx1	[0,0,0,-4356,-119790]	6 4 2
627264.by1	[0,0,0,-722621196,-7476773348880]	6 4 2
627264.bz1	[0,0,0,-47916,-10541520]	6 4 2
627264.ca1	[0,0,0,-396,-7920]	6 4 2
627264.cb1	[0,0,0,-5972076,-5617410480]	6 4 2
627264.cc1	[0,0,0,6534,359370]	6 4 2
627264.cd1	[0,0,0,-494406,-133805430]	6 4 2
627264.ce1	[0,0,0,-47916,2108304]	6 4 2
627264.cf1	[0,0,0,-396,1584]	6 4 2
627264.cg1	[0,0,0,-47916,-2108304]	6 4 2
627264.ch1	[0,0,0,-396,-1584]	6 4 2
627264.ci1	[0,0,0,-722621196,7476773348880]	6 4 2
627264.cj1	[0,0,0,-47916,10541520]	6 4 2
627264.ck1	[0,0,0,-396,7920]	6 4 2
627264.cl1	[0,0,0,-5972076,5617410480]	6 4 2
627264.cm1	[0,0,0,6534,-359370]	6 4 2
627264.cn1	[0,0,0,-494406,133805430]	6 4 2
627264.co1	[0,0,0,-47916,-23191344]	6 4 2
627264.cp1	[0,0,0,-396,-17424]	6 4 2
627264.cq1	[0,0,0,104544,799238880]	6 4 2
627264.cr1	[0,0,0,-4356,119790]	6 4 2
627264.cs1	[0,0,0,-463874796,3845337773904]	6 4 2
627264.ct1	[0,0,0,-3833676,2889059184]	6 4 2
627264.cu1	[0,0,0,-2626668,-1640452176]	6 4 2
627264.cu2	[0,0,0,6782292,105294260016]	6 4 2
627264.cv1	[0,0,0,132,176]	6 4 2
627264.cw1	[0,0,0,15972,234256]	6 4 2
627264.cx1	[0,0,0,-2162028,-1248989104]	6 4 2
627264.cy1	[0,0,0,-13068,287496]	6 4 2
627264.cz1	[0,0,0,15972,2576816]	6 4 2
627264.da1	[0,0,0,-1581228,904462416]	6 4 2
627264.db1	[0,0,0,-768108,-264262064]	6 4 2
627264.dc1	[0,0,0,-225423,-41399424]	6 4 2
627264.dd1	[0,0,0,-862488,-313083144]	6 4 2
627264.de1	[0,0,0,19602,-646866]	6 4 2
627264.df1	[0,0,0,-13068,-13224816]	6 4 2
627264.dg1	[0,0,0,-5808,-181016]	6 4 2
627264.dh1	[0,0,0,-363,5324]	6 4 2
627264.di1	[0,0,0,-7128,-235224]	6 4 2
627264.dj1	[0,0,0,-13068,679536]	6 4 2
627264.dk1	[0,0,0,132,1936]	6 4 2
627264.dl1	[0,0,0,509652,-222521904]	6 4 2
627264.dm1	[0,0,0,-4325508,3485601504]	6 4 2
627264.dn1	[0,0,0,-4325508,-3485601504]	6 4 2
627264.do1	[0,0,0,-13068,-4024944]	6 4 2
627264.dp1	[0,0,0,-13068,4024944]	6 4 2
627264.dq1	[0,0,0,-5808,-298144]	6 4 2
627264.dr1	[0,0,0,-5808,298144]	6 4 2
627264.ds1	[0,0,0,15972,-2576816]	6 4 2
627264.dt1	[0,0,0,-1581228,-904462416]	6 4 2
627264.du1	[0,0,0,-768108,264262064]	6 4 2
627264.dv1	[0,0,0,-225423,41399424]	6 4 2
627264.dw1	[0,0,0,-862488,313083144]	6 4 2
627264.dx1	[0,0,0,19602,646866]	6 4 2
627264.dy1	[0,0,0,-13068,13224816]	6 4 2
627264.dz1	[0,0,0,-5808,181016]	6 4 2
627264.ea1	[0,0,0,-363,-5324]	6 4 2
627264.eb1	[0,0,0,-7128,235224]	6 4 2
627264.ec1	[0,0,0,-13068,-679536]	6 4 2
627264.ed1	[0,0,0,132,-1936]	6 4 2
627264.ee1	[0,0,0,509652,222521904]	6 4 2
627264.ef1	[0,0,0,-13068,-287496]	6 4 2
627264.eg1	[0,0,0,-2626668,1640452176]	6 4 2
627264.eg2	[0,0,0,6782292,-105294260016]	6 4 2
627264.eh1	[0,0,0,132,-176]	6 4 2
627264.ei1	[0,0,0,15972,-234256]	6 4 2
627264.ej1	[0,0,0,-2162028,1248989104]	6 4 2
627264.ek1	[0,0,0,-8341740,-9273279312]	6 4 2
627264.ek2	[0,0,0,-6599340,-13255290576]	6 4 2
627264.ek3	[0,0,0,-326700,75323952]	6 4 2
627264.ek4	[0,0,0,21780,191664]	6 4 2
627264.el1	[0,0,0,-384780,-199564816]	6 4 2
627264.el2	[0,0,0,3332340,4341764592]	6 4 2
627264.em1	[0,0,0,-3463020,5388250032]	6 4 2
627264.em2	[0,0,0,370260,-160806096]	6 4 2
627264.en1	[0,0,0,-75075660,250378541424]	6 4 2
627264.en2	[0,0,0,-733260,490936688]	6 4 2
627264.en3	[0,0,0,-36300,-2789776]	6 4 2
627264.en4	[0,0,0,196020,-5174928]	6 4 2
627264.eo1	[0,0,0,-41580,-2903472]	6 4 2
627264.eo2	[0,0,0,-9900,378576]	6 4 2
627264.ep1	[0,0,0,-89100,-10221552]	6 4 2
627264.ep2	[0,0,0,-4620,107536]	6 4 2
627264.eq1	[0,0,0,-10781100,-13604885712]	6 4 2
627264.eq2	[0,0,0,-559020,143130416]	6 4 2
627264.er1	[0,0,0,-5031180,-3864521232]	6 4 2
627264.er2	[0,0,0,-1197900,503884656]	6 4 2
627264.es1	[0,0,0,-41580,2903472]	6 4 2
627264.es2	[0,0,0,-9900,-378576]	6 4 2
627264.et1	[0,0,0,-89100,10221552]	6 4 2
627264.et2	[0,0,0,-4620,-107536]	6 4 2
627264.eu1	[0,0,0,-10781100,13604885712]	6 4 2
627264.eu2	[0,0,0,-559020,-143130416]	6 4 2
627264.ev1	[0,0,0,-5031180,3864521232]	6 4 2
627264.ev2	[0,0,0,-1197900,-503884656]	6 4 2
627264.ew1	[0,0,0,-8341740,9273279312]	6 4 2
627264.ew2	[0,0,0,-6599340,13255290576]	6 4 2
627264.ew3	[0,0,0,-326700,-75323952]	6 4 2
627264.ew4	[0,0,0,21780,-191664]	6 4 2
627264.ex1	[0,0,0,-3463020,-5388250032]	6 4 2
627264.ex2	[0,0,0,370260,160806096]	6 4 2
627264.ey1	[0,0,0,-384780,199564816]	6 4 2
627264.ey2	[0,0,0,3332340,-4341764592]	6 4 2
627264.ez1	[0,0,0,-75075660,-250378541424]	6 4 2
627264.ez2	[0,0,0,-733260,-490936688]	6 4 2
627264.ez3	[0,0,0,-36300,2789776]	6 4 2
627264.ez4	[0,0,0,196020,5174928]	6 4 2
627264.fa1	[0,0,0,1188,-4752]	6 4 2
627264.fb1	[0,0,0,-291852,60757488]	6 4 2
627264.fb2	[0,0,0,753588,-3899787408]	6 4 2
627264.fc1	[0,0,0,143748,-6324912]	6 4 2
627264.fd1	[0,0,0,-19458252,33722705808]	6 4 2
627264.fe1	[0,0,0,-1452,-10648]	6 4 2
627264.ff1	[0,0,0,-175692,-33498608]	6 4 2
627264.fg1	[0,0,0,143748,-69574032]	6 4 2
627264.fh1	[0,0,0,-25047,1533312]	6 4 2
627264.fi1	[0,0,0,-6912972,7135075728]	6 4 2
627264.fj1	[0,0,0,2178,23958]	6 4 2
627264.fk1	[0,0,0,-95832,11595672]	6 4 2
627264.fl1	[0,0,0,-52272,4887432]	6 4 2
627264.fm1	[0,0,0,-1452,489808]	6 4 2
627264.fn1	[0,0,0,-3267,-143748]	6 4 2
627264.fo1	[0,0,0,-792,8712]	6 4 2
627264.fp1	[0,0,0,1188,-52272]	6 4 2
627264.fq1	[0,0,0,-1452,-25168]	6 4 2
627264.fr1	[0,0,0,56628,8241552]	6 4 2
627264.fs1	[0,0,0,-480612,-129096352]	6 4 2
627264.ft1	[0,0,0,-480612,129096352]	6 4 2
627264.fu1	[0,0,0,-1452,149072]	6 4 2
627264.fv1	[0,0,0,-1452,-149072]	6 4 2
627264.fw1	[0,0,0,-52272,8049888]	6 4 2
627264.fx1	[0,0,0,-52272,-8049888]	6 4 2
627264.fy1	[0,0,0,-175692,33498608]	6 4 2
627264.fz1	[0,0,0,143748,69574032]	6 4 2
627264.ga1	[0,0,0,-25047,-1533312]	6 4 2
627264.gb1	[0,0,0,-6912972,-7135075728]	6 4 2
627264.gc1	[0,0,0,2178,-23958]	6 4 2
627264.gd1	[0,0,0,-95832,-11595672]	6 4 2
627264.ge1	[0,0,0,-52272,-4887432]	6 4 2
627264.gf1	[0,0,0,-1452,-489808]	6 4 2
627264.gg1	[0,0,0,-3267,143748]	6 4 2
627264.gh1	[0,0,0,-792,-8712]	6 4 2
627264.gi1	[0,0,0,1188,52272]	6 4 2
627264.gj1	[0,0,0,-1452,25168]	6 4 2
627264.gk1	[0,0,0,56628,-8241552]	6 4 2
627264.gl1	[0,0,0,-1452,10648]	6 4 2
627264.gm1	[0,0,0,1188,4752]	6 4 2
627264.gn1	[0,0,0,-291852,-60757488]	6 4 2
627264.gn2	[0,0,0,753588,3899787408]	6 4 2
627264.go1	[0,0,0,143748,6324912]	6 4 2
627264.gp1	[0,0,0,-19458252,-33722705808]	6 4 2
627264.gq1	[0,0,0,-51541644,142419917552]	6 4 2
627264.gr1	[0,0,0,-425964,107002192]	6 4 2
627264.gs1	[0,0,0,-431244,-626166288]	6 4 2
627264.gt1	[0,0,0,-3564,-470448]	6 4 2
627264.gu1	[0,0,0,-39204,3234330]	6 4 2
627264.gv1	[0,0,0,11616,29601440]	6 4 2
627264.gw1	[0,0,0,-80291244,276917531440]	6 4 2
627264.gx1	[0,0,0,-431244,284621040]	6 4 2
627264.gy1	[0,0,0,-3564,213840]	6 4 2
627264.gz1	[0,0,0,-663564,208052240]	6 4 2
627264.ha1	[0,0,0,-4449654,3612746610]	6 4 2
627264.hb1	[0,0,0,726,-13310]	6 4 2
627264.hc1	[0,0,0,-431244,-56924208]	6 4 2
627264.hd1	[0,0,0,-3564,-42768]	6 4 2
627264.he1	[0,0,0,-431244,56924208]	6 4 2
627264.hf1	[0,0,0,-3564,42768]	6 4 2
627264.hg1	[0,0,0,-80291244,-276917531440]	6 4 2
627264.hh1	[0,0,0,-431244,-284621040]	6 4 2
627264.hi1	[0,0,0,-3564,-213840]	6 4 2
627264.hj1	[0,0,0,-663564,-208052240]	6 4 2
627264.hk1	[0,0,0,-4449654,-3612746610]	6 4 2
627264.hl1	[0,0,0,726,13310]	6 4 2
627264.hm1	[0,0,0,-431244,626166288]	6 4 2
627264.hn1	[0,0,0,-3564,470448]	6 4 2
627264.ho1	[0,0,0,-39204,-3234330]	6 4 2
627264.hp1	[0,0,0,11616,-29601440]	6 4 2
627264.hq1	[0,0,0,-51541644,-142419917552]	6 4 2
627264.hr1	[0,0,0,-425964,-107002192]	6 4 2
627264.hs1	[0,0,0,-4356,383328]	6 4 2
627264.ht1	[0,0,0,-47916,4408272]	6 4 2
627264.ht2	[0,0,0,300564,-6324912]	6 4 2
627264.hu1	[0,0,0,-156816,-23934042]	6 4 2
627264.hu2	[0,0,0,2904,-157058]	6 4 2
627264.hv1	[0,0,0,-1267596,-730814832]	6 4 2
627264.hw1	[0,0,0,2904,10648]	6 4 2
627264.hx1	[0,0,0,-7986,322102]	6 4 2
627264.hy1	[0,0,0,-214896,-38343448]	6 4 2
627264.hy2	[0,0,0,-156816,-59511672]	6 4 2
627264.hz1	[0,0,0,-1267596,799813872]	6 4 2
627264.hz2	[0,0,0,126324,-15908112]	6 4 2
627264.ia1	[0,0,0,-30441906,64669134618]	6 4 2
627264.ib1	[0,0,0,-15381036,23218751952]	6 4 2
627264.ib2	[0,0,0,-47916,78007248]	6 4 2
627264.ic1	[0,0,0,-891,-10692]	6 4 2
627264.id1	[0,0,0,-3689289516,-86250622575568]	6 4 2
627264.id2	[0,0,0,-3366016236,-101982249171792]	6 4 2
627264.ie1	[0,0,0,-107811,-14231052]	6 4 2
627264.if1	[0,0,0,-127116,17444592]	6 4 2
627264.if2	[0,0,0,-396,58608]	6 4 2
627264.ig1	[0,0,0,-66,242]	6 4 2
627264.ih1	[0,0,0,-18876,-1000912]	6 4 2
627264.ih2	[0,0,0,39204,-5174928]	6 4 2
627264.ii1	[0,0,0,-91476,-10637352]	6 4 2
627264.ii2	[0,0,0,-4356,95832]	6 4 2
627264.ij1	[0,0,0,-91476,10637352]	6 4 2
627264.ij2	[0,0,0,-4356,-95832]	6 4 2
627264.ik1	[0,0,0,-7986,-322102]	6 4 2
627264.il1	[0,0,0,-214896,38343448]	6 4 2
627264.il2	[0,0,0,-156816,59511672]	6 4 2
627264.im1	[0,0,0,-1267596,-799813872]	6 4 2
627264.im2	[0,0,0,126324,15908112]	6 4 2
627264.in1	[0,0,0,-30441906,-64669134618]	6 4 2
627264.io1	[0,0,0,-15381036,-23218751952]	6 4 2
627264.io2	[0,0,0,-47916,-78007248]	6 4 2
627264.ip1	[0,0,0,-891,10692]	6 4 2
627264.iq1	[0,0,0,-3689289516,86250622575568]	6 4 2
627264.iq2	[0,0,0,-3366016236,101982249171792]	6 4 2
627264.ir1	[0,0,0,-107811,14231052]	6 4 2
627264.is1	[0,0,0,-127116,-17444592]	6 4 2
627264.is2	[0,0,0,-396,-58608]	6 4 2
627264.it1	[0,0,0,-66,-242]	6 4 2
627264.iu1	[0,0,0,-18876,1000912]	6 4 2
627264.iu2	[0,0,0,39204,5174928]	6 4 2
627264.iv1	[0,0,0,-4356,-383328]	6 4 2
627264.iw1	[0,0,0,-47916,-4408272]	6 4 2
627264.iw2	[0,0,0,300564,6324912]	6 4 2
627264.ix1	[0,0,0,-156816,23934042]	6 4 2
627264.ix2	[0,0,0,2904,157058]	6 4 2
627264.iy1	[0,0,0,-1267596,730814832]	6 4 2
627264.iz1	[0,0,0,2904,-10648]	6 4 2
627264.ja1	[0,0,0,-1581228,-347870160]	6 4 2
627264.jb1	[0,0,0,-13068,-261360]	6 4 2
627264.jc1	[0,0,0,-13068,2874960]	6 4 2
627264.jd1	[0,0,0,-1406988,-654532560]	6 4 2
627264.je1	[0,0,0,-13068,-37374480]	6 4 2
627264.jf1	[0,0,0,-13068,-2874960]	6 4 2
627264.jg1	[0,0,0,-1406988,654532560]	6 4 2
627264.jh1	[0,0,0,-13068,37374480]	6 4 2
627264.ji1	[0,0,0,-1581228,347870160]	6 4 2
627264.jj1	[0,0,0,-13068,261360]	6 4 2
684288.a1	[0,0,0,-9234,341496]	8 5 1
684288.b1	[0,0,0,-4104,-101184]	8 5 1
684288.c1	[0,0,0,486,-1944]	8 5 1
684288.d1	[0,0,0,216,576]	8 5 1
684288.e1	[0,0,0,-1224,-1344]	8 5 1
684288.f1	[0,0,0,-2754,4536]	8 5 1
684288.g1	[0,0,0,-1224,1344]	8 5 1
684288.h1	[0,0,0,-2754,-4536]	8 5 1
684288.i1	[0,0,0,486,1944]	8 5 1
684288.j1	[0,0,0,216,-576]	8 5 1
684288.k1	[0,0,0,-9234,-341496]	8 5 1
684288.l1	[0,0,0,-4104,101184]	8 5 1
684288.m1	[0,0,0,-393336,-96318720]	8 5 1
684288.n1	[0,0,0,-10926,445920]	8 5 1
684288.o1	[0,0,0,54,-600]	8 5 1
684288.p1	[0,0,0,1944,129600]	8 5 1
684288.q1	[0,0,0,54,600]	8 5 1
684288.r1	[0,0,0,1944,-129600]	8 5 1
684288.s1	[0,0,0,-393336,96318720]	8 5 1
684288.t1	[0,0,0,-10926,-445920]	8 5 1
684288.u1	[0,0,0,-378,3384]	8 5 1
684288.v1	[0,0,0,-13608,-730944]	8 5 1
684288.w1	[0,0,0,-33048,-2312064]	8 5 1
684288.x1	[0,0,0,-918,10704]	8 5 1
684288.y1	[0,0,0,162,-1296]	8 5 1
684288.z1	[0,0,0,72,384]	8 5 1
684288.ba1	[0,0,0,-2088,-37056]	8 5 1
684288.bb1	[0,0,0,-4698,125064]	8 5 1
684288.bc1	[0,0,0,-2088,37056]	8 5 1
684288.bd1	[0,0,0,-4698,-125064]	8 5 1
684288.be1	[0,0,0,162,1296]	8 5 1
684288.bf1	[0,0,0,72,-384]	8 5 1
684288.bg1	[0,0,0,-33048,2312064]	8 5 1
684288.bh1	[0,0,0,-918,-10704]	8 5 1
684288.bi1	[0,0,0,-378,-3384]	8 5 1
684288.bj1	[0,0,0,-13608,730944]	8 5 1
684288.bk1	[0,0,0,-3402,-91368]	8 5 1
684288.bl1	[0,0,0,-1512,27072]	8 5 1
684288.bm1	[0,0,0,-3672,85632]	8 5 1
684288.bn1	[0,0,0,-8262,-289008]	8 5 1
684288.bo1	[0,0,0,18,48]	8 5 1
684288.bp1	[0,0,0,648,-10368]	8 5 1
684288.bq1	[0,0,0,-18792,1000512]	8 5 1
684288.br1	[0,0,0,-522,-4632]	8 5 1
684288.bs1	[0,0,0,-18792,-1000512]	8 5 1
684288.bt1	[0,0,0,-522,4632]	8 5 1
684288.bu1	[0,0,0,18,-48]	8 5 1
684288.bv1	[0,0,0,648,10368]	8 5 1
684288.bw1	[0,0,0,-3672,-85632]	8 5 1
684288.bx1	[0,0,0,-8262,289008]	8 5 1
684288.by1	[0,0,0,-3402,91368]	8 5 1
684288.bz1	[0,0,0,-1512,-27072]	8 5 1
684288.ca1	[0,0,0,-43704,3567360]	8 5 1
684288.cb1	[0,0,0,-98334,-12039840]	8 5 1
684288.cc1	[0,0,0,486,16200]	8 5 1
684288.cd1	[0,0,0,216,-4800]	8 5 1
684288.ce1	[0,0,0,486,-16200]	8 5 1
684288.cf1	[0,0,0,216,4800]	8 5 1
684288.cg1	[0,0,0,-43704,-3567360]	8 5 1
684288.ch1	[0,0,0,-98334,12039840]	8 5 1
684288.ci1	[0,0,0,-1026,-12648]	8 5 1
684288.cj1	[0,0,0,-36936,2731968]	8 5 1
684288.ck1	[0,0,0,54,72]	8 5 1
684288.cl1	[0,0,0,1944,-15552]	8 5 1
684288.cm1	[0,0,0,-11016,-36288]	8 5 1
684288.cn1	[0,0,0,-306,168]	8 5 1
684288.co1	[0,0,0,-11016,36288]	8 5 1
684288.cp1	[0,0,0,-306,-168]	8 5 1
684288.cq1	[0,0,0,54,-72]	8 5 1
684288.cr1	[0,0,0,1944,15552]	8 5 1
684288.cs1	[0,0,0,-1026,12648]	8 5 1
684288.ct1	[0,0,0,-36936,-2731968]	8 5 1
836352.a1	[0,0,0,-2904,-85184]	8 3 2
836352.b1	[0,0,0,-6534,287496]	8 3 2
836352.c1	[0,0,0,-31944,937024]	8 3 2
836352.d1	[0,0,0,-594,-2376]	8 3 2
836352.e1	[0,0,0,-264,704]	8 3 2
836352.f1	[0,0,0,-71874,-3162456]	8 3 2
836352.g1	[0,0,0,26136,-4599936]	8 3 2
836352.h1	[0,0,0,726,21296]	8 3 2
836352.i1	[0,0,0,26136,16099776]	8 3 2
836352.j1	[0,0,0,26136,-16099776]	8 3 2
836352.k1	[0,0,0,726,74536]	8 3 2
836352.l1	[0,0,0,726,-74536]	8 3 2
836352.m1	[0,0,0,26136,4599936]	8 3 2
836352.n1	[0,0,0,726,-21296]	8 3 2
836352.o1	[0,0,0,-594,2376]	8 3 2
836352.p1	[0,0,0,-31944,-937024]	8 3 2
836352.q1	[0,0,0,-71874,3162456]	8 3 2
836352.r1	[0,0,0,-264,-704]	8 3 2
836352.s1	[0,0,0,-2904,85184]	8 3 2
836352.t1	[0,0,0,-6534,-287496]	8 3 2
836352.u1	[0,0,0,-4158,-104544]	8 3 2
836352.v1	[0,0,0,-223608,41229056]	8 3 2
836352.w1	[0,0,0,-503118,-139148064]	8 3 2
836352.x1	[0,0,0,-1848,30976]	8 3 2
836352.y1	[0,0,0,-16698,-830544]	8 3 2
836352.z1	[0,0,0,-601128,179397504]	8 3 2
836352.ba1	[0,0,0,-339768,-96598656]	8 3 2
836352.bb1	[0,0,0,-339768,96598656]	8 3 2
836352.bc1	[0,0,0,-9438,-447216]	8 3 2
836352.bd1	[0,0,0,-9438,447216]	8 3 2
836352.be1	[0,0,0,-16698,830544]	8 3 2
836352.bf1	[0,0,0,-601128,-179397504]	8 3 2
836352.bg1	[0,0,0,-223608,-41229056]	8 3 2
836352.bh1	[0,0,0,-4158,104544]	8 3 2
836352.bi1	[0,0,0,-1848,-30976]	8 3 2
836352.bj1	[0,0,0,-503118,139148064]	8 3 2
836352.bk1	[0,0,0,-462,3872]	8 3 2
836352.bl1	[0,0,0,-2012472,-1113184512]	8 3 2
836352.bm1	[0,0,0,-55902,5153632]	8 3 2
836352.bn1	[0,0,0,-16632,-836352]	8 3 2
836352.bo1	[0,0,0,-150282,22424688]	8 3 2
836352.bp1	[0,0,0,-66792,-6644352]	8 3 2
836352.bq1	[0,0,0,-37752,3577728]	8 3 2
836352.br1	[0,0,0,-37752,-3577728]	8 3 2
836352.bs1	[0,0,0,-84942,12074832]	8 3 2
836352.bt1	[0,0,0,-84942,-12074832]	8 3 2
836352.bu1	[0,0,0,-150282,-22424688]	8 3 2
836352.bv1	[0,0,0,-66792,6644352]	8 3 2
836352.bw1	[0,0,0,-2012472,1113184512]	8 3 2
836352.bx1	[0,0,0,-462,-3872]	8 3 2
